,0
5797,8
5798,10
5799,8
5800,8
5801,9
5802,8
5803,8
5804,12
5805,8
5806,8
5807,8
5808,8
5809,7
5810,12
5811,8
5812,8
5813,7
5814,8
5815,8
5816,12
5817,8
5818,8
5819,8
5820,12
5821,8
5822,3
5823,8
5824,8
5825,8
5826,8
5827,8
5828,8
5829,12
5830,8
5831,3
5832,8
5833,8
5834,3
5835,2
5836,8
5837,8
5838,8
5839,8
5840,8
5841,8
5842,8
5843,8
5844,3
5845,10
5846,12
5847,8
5848,8
5849,12
5850,12
5851,8
5852,8
5853,8
5854,8
5855,12
5856,8
5857,8
5858,8
5859,2
5860,12
5861,3
5862,8
5863,8
5864,8
5865,1
5866,12
5867,1
5868,8
5869,12
5870,8
5871,8
5872,1
5873,12
5874,8
5875,12
5876,3
5877,12
5878,1
5879,8
5880,7
5881,8
5882,12
5883,10
5884,12
5885,2
5886,3
5887,8
5888,8
5889,3
5890,2
5891,8
5892,8
5893,12
5894,8
5895,13
5896,8
5897,8
5898,12
5899,8
5900,10
5901,8
5902,13
5903,1
5904,7
5905,7
5906,2
5907,8
5908,12
5909,8
5910,12
5911,12
5912,8
5913,3
5914,8
5915,12
5916,8
5917,8
5918,12
5919,12
5920,12
5921,8
5922,12
5923,7
5924,8
5925,12
5926,12
5927,12
5928,8
5929,12
5930,12
5931,12
5932,1
5933,1
5934,1
5935,12
5936,12
5937,1
5938,1
5939,1
5940,3
5941,1
5942,1
5943,1
5944,8
5945,12
5946,8
5947,8
5948,10
5949,8
5950,1
5951,1
5952,1
5953,2
5954,12
5955,1
5956,12
5957,12
5958,1
5959,1
5960,1
5961,1
5962,8
5963,13
5964,1
5965,13
5966,1
5967,12
5968,1
5969,1
5970,13
5971,10
5972,1
5973,12
5974,1
5975,12
5976,12
5977,1
5978,10
5979,12
5980,1
5981,12
5982,12
5983,12
5984,12
5985,12
5986,12
5987,12
5988,10
5989,12
5990,7
5991,1
5992,7
5993,7
5994,1
5995,12
5996,1
5997,0
5998,1
5999,12
6000,1
6001,1
6002,12
6003,12
6004,7
6005,3
6006,12
6007,12
6008,1
6009,1
6010,10
6011,12
6012,10
6013,10
6014,12
6015,12
6016,13
6017,12
6018,12
6019,1
6020,1
6021,1
6022,1
6023,1
6024,12
6025,10
6026,12
6027,12
6028,1
6029,1
6030,3
6031,1
6032,12
6033,12
6034,7
6035,1
6036,1
6037,12
6038,12
6039,12
6040,1
6041,5
6042,1
6043,1
6044,1
6045,12
6046,1
6047,12
6048,1
6049,12
6050,12
6051,1
6052,1
6053,1
6054,2
6055,12
6056,12
6057,1
6058,12
6059,12
6060,1
6061,12
6062,12
6063,12
6064,12
6065,1
6066,1
6067,7
6068,12
6069,2
6070,12
6071,12
6072,3
6073,1
6074,7
6075,12
6076,7
6077,8
6078,7
6079,12
6080,12
6081,1
6082,5
6083,1
6084,1
6085,1
6086,12
6087,1
6088,7
6089,1
6090,12
6091,1
6092,3
6093,3
6094,1
6095,1
6096,1
6097,1
6098,10
6099,10
6100,7
6101,2
6102,1
6103,3
6104,12
6105,1
6106,10
6107,12
6108,12
6109,12
6110,1
6111,12
6112,1
6113,1
6114,1
6115,5
6116,1
6117,3
6118,3
6119,1
6120,2
6121,1
6122,10
6123,1
6124,2
6125,1
6126,3
6127,12
6128,1
6129,1
6130,1
6131,1
6132,1
6133,12
6134,12
6135,12
6136,1
6137,3
6138,1
6139,12
6140,12
6141,1
6142,12
6143,1
6144,2
6145,12
6146,12
6147,12
6148,1
6149,1
6150,2
6151,12
6152,2
6153,1
6154,1
6155,12
6156,1
6157,10
6158,12
6159,2
6160,1
6161,13
6162,1
6163,12
6164,12
6165,1
6166,1
